Entity,Code,Day,people_vaccinated
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,8200
Afghanistan,AFG,2021-03-16,54000
Africa,,2021-01-09,0
Africa,,2021-01-13,2000
Africa,,2021-01-15,4000
Africa,,2021-01-16,7000
Africa,,2021-01-19,10976
Africa,,2021-01-20,13163
Africa,,2021-01-22,16890
Africa,,2021-01-23,18353
Africa,,2021-01-24,18353
Africa,,2021-01-25,19889
Africa,,2021-01-26,22712
Africa,,2021-01-27,25587
Africa,,2021-01-28,28779
Africa,,2021-01-29,30861
Africa,,2021-01-30,30861
Africa,,2021-01-31,30861
Africa,,2021-02-01,35286
Africa,,2021-02-02,36491
Africa,,2021-02-03,37401
Africa,,2021-02-04,37401
Africa,,2021-02-05,37401
Africa,,2021-02-06,37903
Africa,,2021-02-08,38028
Africa,,2021-02-09,38037
Africa,,2021-02-10,38040
Africa,,2021-02-11,38266
Africa,,2021-02-12,38266
Africa,,2021-02-13,42113
Africa,,2021-02-15,42122
Africa,,2021-02-16,42129
Africa,,2021-02-17,45789
Africa,,2021-02-18,48831
Africa,,2021-02-19,2411218
Africa,,2021-02-20,2505541
Africa,,2021-02-21,2511031
Africa,,2021-02-22,2624317
Africa,,2021-02-23,2723435
Africa,,2021-02-24,3016541
Africa,,2021-02-25,3291409
Africa,,2021-02-26,3481253
Africa,,2021-02-27,3604497
Africa,,2021-02-28,3612224
Africa,,2021-03-01,3758323
Africa,,2021-03-02,3858371
Africa,,2021-03-03,3962562
Africa,,2021-03-04,4056192
Africa,,2021-03-05,4207353
Africa,,2021-03-06,4333320
Africa,,2021-03-07,4374021
Africa,,2021-03-08,4647941
Africa,,2021-03-09,4722602
Africa,,2021-03-10,4925316
Africa,,2021-03-11,4995777
Africa,,2021-03-12,5052916
Africa,,2021-03-13,5209785
Africa,,2021-03-14,5226308
Africa,,2021-03-15,5323203
Africa,,2021-03-16,5364358
Africa,,2021-03-17,5410972
Africa,,2021-03-18,5597968
Africa,,2021-03-19,5644534
Africa,,2021-03-20,5665861
Africa,,2021-03-21,5687409
Africa,,2021-03-22,5716008
Africa,,2021-03-23,5770442
Africa,,2021-03-24,6337915
Africa,,2021-03-25,6397345
Africa,,2021-03-26,6502774
Africa,,2021-03-27,6563446
Africa,,2021-03-28,6819632
Africa,,2021-03-29,6906398
Africa,,2021-03-30,6987750
Africa,,2021-03-31,7313368
Africa,,2021-04-01,7468315
Africa,,2021-04-02,7514030
Albania,ALB,2021-01-10,0
Albania,ALB,2021-01-12,128
Albania,ALB,2021-01-13,188
Albania,ALB,2021-01-14,266
Albania,ALB,2021-01-15,308
Albania,ALB,2021-01-16,369
Albania,ALB,2021-01-17,405
Albania,ALB,2021-01-18,447
Albania,ALB,2021-01-19,483
Albania,ALB,2021-01-20,519
Albania,ALB,2021-01-21,549
Albania,ALB,2021-02-02,549
Albania,ALB,2021-02-09,689
Albania,ALB,2021-02-17,1090
Albania,ALB,2021-02-18,2438
Albania,ALB,2021-02-22,6073
Andorra,AND,2021-01-25,576
Andorra,AND,2021-02-01,1036
Andorra,AND,2021-02-10,1291
Andorra,AND,2021-02-12,1622
Andorra,AND,2021-02-19,2141
Andorra,AND,2021-02-24,2390
Andorra,AND,2021-03-08,2439
Andorra,AND,2021-03-10,3650
Andorra,AND,2021-03-15,7098
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,6169
Angola,AGO,2021-03-18,49000
Angola,AGO,2021-03-24,87022
Angola,AGO,2021-03-29,130750
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,1341
Anguilla,AIA,2021-02-14,2762
Anguilla,AIA,2021-02-26,3929
Anguilla,AIA,2021-03-13,5000
Anguilla,AIA,2021-03-19,5348
Argentina,ARG,2021-01-20,243539
Argentina,ARG,2021-01-21,249372
Argentina,ARG,2021-01-22,254456
Argentina,ARG,2021-01-23,258876
Argentina,ARG,2021-01-24,260036
Argentina,ARG,2021-01-25,260122
Argentina,ARG,2021-01-26,266969
Argentina,ARG,2021-01-27,272323
Argentina,ARG,2021-01-28,276548
Argentina,ARG,2021-01-29,278451
Argentina,ARG,2021-01-30,281023
Argentina,ARG,2021-02-01,281577
Argentina,ARG,2021-02-03,284196
Argentina,ARG,2021-02-04,297717
Argentina,ARG,2021-02-06,307501
Argentina,ARG,2021-02-07,319316
Argentina,ARG,2021-02-08,322318
Argentina,ARG,2021-02-09,322975
Argentina,ARG,2021-02-10,337772
Argentina,ARG,2021-02-11,362649
Argentina,ARG,2021-02-12,368023
Argentina,ARG,2021-02-13,371629
Argentina,ARG,2021-02-14,372122
Argentina,ARG,2021-02-15,372181
Argentina,ARG,2021-02-16,373253
Argentina,ARG,2021-02-17,374002
Argentina,ARG,2021-02-18,392399
Argentina,ARG,2021-02-19,414958
Argentina,ARG,2021-02-20,445614
Argentina,ARG,2021-02-21,456929
Argentina,ARG,2021-02-22,458822
Argentina,ARG,2021-02-23,481689
Argentina,ARG,2021-02-24,513394
Argentina,ARG,2021-02-25,558831
Argentina,ARG,2021-02-26,620635
Argentina,ARG,2021-02-27,694470
Argentina,ARG,2021-02-28,731571
Argentina,ARG,2021-03-01,755212
Argentina,ARG,2021-03-02,823446
Argentina,ARG,2021-03-03,874916
Argentina,ARG,2021-03-04,941695
Argentina,ARG,2021-03-05,1030504
Argentina,ARG,2021-03-07,1182874
Argentina,ARG,2021-03-08,1202998
Argentina,ARG,2021-03-09,1301787
Argentina,ARG,2021-03-10,1424984
Argentina,ARG,2021-03-11,1564555
Argentina,ARG,2021-03-12,1719543
Argentina,ARG,2021-03-13,1876113
Argentina,ARG,2021-03-14,1932696
Argentina,ARG,2021-03-15,1952883
Argentina,ARG,2021-03-16,2064529
Argentina,ARG,2021-03-17,2170116
Argentina,ARG,2021-03-18,2289249
Argentina,ARG,2021-03-19,2382859
Argentina,ARG,2021-03-20,2472426
Argentina,ARG,2021-03-21,2514480
Argentina,ARG,2021-03-22,2535054
Argentina,ARG,2021-03-23,2618750
Argentina,ARG,2021-03-24,2694454
Argentina,ARG,2021-03-25,2730260
Argentina,ARG,2021-03-26,2824344
Argentina,ARG,2021-03-27,2908932
Argentina,ARG,2021-03-28,2959843
Argentina,ARG,2021-03-29,2980182
Argentina,ARG,2021-03-30,3073630
Argentina,ARG,2021-03-31,3214538
Argentina,ARG,2021-04-01,3342427
Argentina,ARG,2021-04-02,3440284
Asia,,2020-12-15,0
Asia,,2020-12-19,61
Asia,,2020-12-20,7433
Asia,,2020-12-21,32304
Asia,,2020-12-22,76914
Asia,,2020-12-23,178693
Asia,,2020-12-24,263092
Asia,,2020-12-25,302002
Asia,,2020-12-26,335567
Asia,,2020-12-27,441905
Asia,,2020-12-28,579740
Asia,,2020-12-29,738243
Asia,,2020-12-30,893792
Asia,,2020-12-31,1054593
Asia,,2021-01-01,1126466
Asia,,2021-01-02,1199479
Asia,,2021-01-03,1350921
Asia,,2021-01-04,1505445
Asia,,2021-01-05,1634447
Asia,,2021-01-06,1743188
Asia,,2021-01-07,1863493
Asia,,2021-01-08,1935818
Asia,,2021-01-09,1986138
Asia,,2021-01-10,2866167
Asia,,2021-01-11,2896282
Asia,,2021-01-12,2930451
Asia,,2021-01-13,2987962
Asia,,2021-01-14,3053835
Asia,,2021-01-15,3097647
Asia,,2021-01-16,3333062
Asia,,2021-01-17,3438795
Asia,,2021-01-18,3739309
Asia,,2021-01-19,4033517
Asia,,2021-01-20,4242211
Asia,,2021-01-21,4548904
Asia,,2021-01-22,5119464
Asia,,2021-01-23,5380903
Asia,,2021-01-24,5500364
Asia,,2021-01-25,6002099
Asia,,2021-01-26,6191790
Asia,,2021-01-27,6716885
Asia,,2021-01-28,7430895
Asia,,2021-01-29,8081728
Asia,,2021-01-30,8470603
Asia,,2021-01-31,8643695
Asia,,2021-02-01,9001340
Asia,,2021-02-02,9361019
Asia,,2021-02-03,9803619
Asia,,2021-02-04,10448654
Asia,,2021-02-05,11372933
Asia,,2021-02-06,11856965
Asia,,2021-02-07,11996218
Asia,,2021-02-08,12549365
Asia,,2021-02-09,13170907
Asia,,2021-02-10,14044305
Asia,,2021-02-11,14683275
Asia,,2021-02-12,18263143
Asia,,2021-02-13,19012429
Asia,,2021-02-14,19358831
Asia,,2021-02-15,20484053
Asia,,2021-02-16,21423195
Asia,,2021-02-17,22593190
Asia,,2021-02-18,24057007
Asia,,2021-02-19,24807814
Asia,,2021-02-20,25566460
Asia,,2021-02-21,25882071
Asia,,2021-02-22,26635702
Asia,,2021-02-23,30251156
Asia,,2021-02-24,31180010
Asia,,2021-02-25,32075207
Asia,,2021-02-26,32781117
Asia,,2021-02-27,33361213
Asia,,2021-02-28,33719630
Asia,,2021-03-01,34752737
Asia,,2021-03-02,36190984
Asia,,2021-03-03,37708826
Asia,,2021-03-04,39347492
Asia,,2021-03-05,40937222
Asia,,2021-03-06,42279374
Asia,,2021-03-07,43051996
Asia,,2021-03-08,45193186
Asia,,2021-03-09,46984952
Asia,,2021-03-10,49157678
Asia,,2021-03-11,50128271
Asia,,2021-03-12,52060910
Asia,,2021-03-13,53648598
Asia,,2021-03-14,54090260
Asia,,2021-03-15,57459539
Asia,,2021-03-16,59996498
Asia,,2021-03-17,62265170
Asia,,2021-03-18,64560799
Asia,,2021-03-19,67427936
Asia,,2021-03-20,70288745
Asia,,2021-03-21,70854246
Asia,,2021-03-22,74913236
Asia,,2021-03-23,77918512
Asia,,2021-03-24,80619380
Asia,,2021-03-25,83379782
Asia,,2021-03-26,86414024
Asia,,2021-03-27,88615175
Asia,,2021-03-28,89213710
Asia,,2021-03-29,90490399
Asia,,2021-03-30,92871737
Asia,,2021-03-31,95841969
Asia,,2021-04-01,99977697
Asia,,2021-04-02,104177116
Australia,AUS,2021-02-15,0
Australia,AUS,2021-02-16,0
Australia,AUS,2021-02-17,0
Australia,AUS,2021-02-18,0
Australia,AUS,2021-02-19,0
Australia,AUS,2021-02-20,0
Australia,AUS,2021-02-21,0
Australia,AUS,2021-02-22,20
Australia,AUS,2021-02-23,2879
Australia,AUS,2021-02-24,6908
Australia,AUS,2021-02-25,17500
Australia,AUS,2021-02-26,25000
Australia,AUS,2021-02-27,30000
Australia,AUS,2021-02-28,31894
Australia,AUS,2021-03-01,33702
Australia,AUS,2021-03-02,41907
Australia,AUS,2021-03-03,50840
Australia,AUS,2021-03-04,61008
Australia,AUS,2021-03-05,71867
Australia,AUS,2021-03-06,76940
Australia,AUS,2021-03-07,81345
Australia,AUS,2021-03-08,86369
Australia,AUS,2021-03-09,94908
Australia,AUS,2021-03-10,106200
Australia,AUS,2021-03-11,125000
Australia,AUS,2021-03-12,135103
Australia,AUS,2021-03-13,159294
Austria,AUT,2020-12-27,720
Austria,AUT,2020-12-28,2014
Austria,AUT,2020-12-29,3629
Austria,AUT,2020-12-30,4975
Austria,AUT,2020-12-31,4983
Austria,AUT,2021-01-01,4986
Austria,AUT,2021-01-02,4992
Austria,AUT,2021-01-03,4993
Austria,AUT,2021-01-04,5107
Austria,AUT,2021-01-05,6868
Austria,AUT,2021-01-06,7700
Austria,AUT,2021-01-07,10854
Austria,AUT,2021-01-08,23758
Austria,AUT,2021-01-09,28130
Austria,AUT,2021-01-10,30333
Austria,AUT,2021-01-11,35900
Austria,AUT,2021-01-12,50207
Austria,AUT,2021-01-13,65222
Austria,AUT,2021-01-14,81579
Austria,AUT,2021-01-15,99308
Austria,AUT,2021-01-16,106018
Austria,AUT,2021-01-17,111301
Austria,AUT,2021-01-18,121646
Austria,AUT,2021-01-19,145730
Austria,AUT,2021-01-20,167744
Austria,AUT,2021-01-21,187105
Austria,AUT,2021-01-22,198111
Austria,AUT,2021-01-23,201203
Austria,AUT,2021-01-24,202431
Austria,AUT,2021-01-25,203810
Austria,AUT,2021-01-26,211335
Austria,AUT,2021-01-27,218759
Austria,AUT,2021-01-28,225913
Austria,AUT,2021-01-29,231207
Austria,AUT,2021-01-30,232524
Austria,AUT,2021-01-31,232876
Austria,AUT,2021-02-01,234433
Austria,AUT,2021-02-02,237529
Austria,AUT,2021-02-03,240699
Austria,AUT,2021-02-04,243625
Austria,AUT,2021-02-05,247647
Austria,AUT,2021-02-06,250372
Austria,AUT,2021-02-07,250967
Austria,AUT,2021-02-08,252981
Austria,AUT,2021-02-09,255766
Austria,AUT,2021-02-10,259266
Austria,AUT,2021-02-11,264433
Austria,AUT,2021-02-12,272658
Austria,AUT,2021-02-13,277867
Austria,AUT,2021-02-14,278319
Austria,AUT,2021-02-15,282200
Austria,AUT,2021-02-16,289106
Austria,AUT,2021-02-17,298722
Austria,AUT,2021-02-18,310203
Austria,AUT,2021-02-19,322996
Austria,AUT,2021-02-20,334171
Austria,AUT,2021-02-21,339670
Austria,AUT,2021-02-22,344706
Austria,AUT,2021-02-23,354795
Austria,AUT,2021-02-24,370879
Austria,AUT,2021-02-25,386953
Austria,AUT,2021-02-26,410487
Austria,AUT,2021-02-27,433007
Austria,AUT,2021-02-28,442722
Austria,AUT,2021-03-01,450345
Austria,AUT,2021-03-02,472835
Austria,AUT,2021-03-03,497766
Austria,AUT,2021-03-04,521433
Austria,AUT,2021-03-05,554004
Austria,AUT,2021-03-06,578957
Austria,AUT,2021-03-07,590115
Austria,AUT,2021-03-08,600137
Austria,AUT,2021-03-09,624510
Austria,AUT,2021-03-10,648311
Austria,AUT,2021-03-11,686729
Austria,AUT,2021-03-12,738130
Austria,AUT,2021-03-13,783227
Austria,AUT,2021-03-14,808451
Austria,AUT,2021-03-15,826624
Austria,AUT,2021-03-16,848078
Austria,AUT,2021-03-17,873045
Austria,AUT,2021-03-18,899162
Austria,AUT,2021-03-19,942723
Austria,AUT,2021-03-20,979493
Austria,AUT,2021-03-21,990987
Austria,AUT,2021-03-22,1003953
Austria,AUT,2021-03-23,1022049
Austria,AUT,2021-03-24,1042541
Austria,AUT,2021-03-25,1070879
Austria,AUT,2021-03-26,1101721
Austria,AUT,2021-03-27,1127097
Austria,AUT,2021-03-28,1136765
Austria,AUT,2021-03-29,1156806
Austria,AUT,2021-03-30,1184779
Austria,AUT,2021-03-31,1205522
Austria,AUT,2021-04-01,1223240
Azerbaijan,AZE,2021-01-17,0
Azerbaijan,AZE,2021-02-06,65000
Azerbaijan,AZE,2021-03-01,293360
Azerbaijan,AZE,2021-03-03,337315
Azerbaijan,AZE,2021-03-09,411496
Azerbaijan,AZE,2021-03-10,428635
Azerbaijan,AZE,2021-03-11,436849
Azerbaijan,AZE,2021-03-12,443888
Azerbaijan,AZE,2021-03-13,450316
Azerbaijan,AZE,2021-03-14,453586
Azerbaijan,AZE,2021-03-20,482664
Azerbaijan,AZE,2021-03-26,510420
Azerbaijan,AZE,2021-04-01,558485
Azerbaijan,AZE,2021-04-02,569994
Bahamas,BHS,2021-03-17,110
Bahamas,BHS,2021-03-18,7000
Bahrain,BHR,2020-12-23,38965
Bahrain,BHR,2020-12-24,50071
Bahrain,BHR,2020-12-25,50543
Bahrain,BHR,2020-12-26,51556
Bahrain,BHR,2020-12-27,53614
Bahrain,BHR,2020-12-28,55014
Bahrain,BHR,2020-12-29,56041
Bahrain,BHR,2020-12-30,57317
Bahrain,BHR,2020-12-31,58643
Bahrain,BHR,2021-01-01,59351
Bahrain,BHR,2021-01-02,60097
Bahrain,BHR,2021-01-03,60689
Bahrain,BHR,2021-01-04,61612
Bahrain,BHR,2021-01-05,63893
Bahrain,BHR,2021-01-06,68472
Bahrain,BHR,2021-01-07,72239
Bahrain,BHR,2021-01-08,78291
Bahrain,BHR,2021-01-09,84157
Bahrain,BHR,2021-01-10,89250
Bahrain,BHR,2021-01-11,92598
Bahrain,BHR,2021-01-12,97776
Bahrain,BHR,2021-01-13,101363
Bahrain,BHR,2021-01-14,109566
Bahrain,BHR,2021-01-15,122819
Bahrain,BHR,2021-01-16,137159
Bahrain,BHR,2021-01-17,141563
Bahrain,BHR,2021-01-18,142831
Bahrain,BHR,2021-01-19,143596
Bahrain,BHR,2021-01-20,144130
Bahrain,BHR,2021-01-26,165953
Bahrain,BHR,2021-01-27,167731
Bahrain,BHR,2021-01-28,169440
Bahrain,BHR,2021-01-29,169810
Bahrain,BHR,2021-01-30,170433
Bahrain,BHR,2021-01-31,171568
Bahrain,BHR,2021-02-01,172912
Bahrain,BHR,2021-02-02,174075
Bahrain,BHR,2021-02-03,175094
Bahrain,BHR,2021-02-04,177233
Bahrain,BHR,2021-02-05,179550
Bahrain,BHR,2021-02-06,182543
Bahrain,BHR,2021-02-07,191406
Bahrain,BHR,2021-02-08,201116
Bahrain,BHR,2021-02-09,212940
Bahrain,BHR,2021-02-10,219595
Bahrain,BHR,2021-02-11,224919
Bahrain,BHR,2021-02-12,232540
Bahrain,BHR,2021-02-13,242260
Bahrain,BHR,2021-02-14,248775
Bahrain,BHR,2021-02-15,250946
Bahrain,BHR,2021-02-16,252990
Bahrain,BHR,2021-02-17,257580
Bahrain,BHR,2021-02-18,263422
Bahrain,BHR,2021-02-19,268273
Bahrain,BHR,2021-02-20,271749
Bahrain,BHR,2021-02-21,274960
Bahrain,BHR,2021-02-22,278222
Bahrain,BHR,2021-02-23,281425
Bahrain,BHR,2021-02-24,284948
Bahrain,BHR,2021-02-25,290103
Bahrain,BHR,2021-02-26,292917
Bahrain,BHR,2021-02-27,295296
Bahrain,BHR,2021-02-28,298171
Bahrain,BHR,2021-03-01,301103
Bahrain,BHR,2021-03-02,302671
Bahrain,BHR,2021-03-03,303962
Bahrain,BHR,2021-03-04,305619
Bahrain,BHR,2021-03-05,307142
Bahrain,BHR,2021-03-06,307145
Bahrain,BHR,2021-03-07,308465
Bahrain,BHR,2021-03-08,309741
Bahrain,BHR,2021-03-09,310644
Bahrain,BHR,2021-03-10,311829
Bahrain,BHR,2021-03-11,312104
Bahrain,BHR,2021-03-12,312119
Bahrain,BHR,2021-03-13,322508
Bahrain,BHR,2021-03-14,337016
Bahrain,BHR,2021-03-15,349970
Bahrain,BHR,2021-03-16,361241
Bahrain,BHR,2021-03-17,374873
Bahrain,BHR,2021-03-18,386426
Bahrain,BHR,2021-03-19,396356
Bahrain,BHR,2021-03-20,407322
Bahrain,BHR,2021-03-21,417364
Bahrain,BHR,2021-03-22,428240
Bahrain,BHR,2021-03-23,439433
Bahrain,BHR,2021-03-24,452551
Bahrain,BHR,2021-03-25,464040
Bahrain,BHR,2021-03-26,471927
Bahrain,BHR,2021-03-27,478094
Bahrain,BHR,2021-03-28,487640
Bahrain,BHR,2021-03-29,496492
Bahrain,BHR,2021-03-30,502541
Bahrain,BHR,2021-03-31,510877
Bahrain,BHR,2021-04-01,517603
Bahrain,BHR,2021-04-02,522955
Bangladesh,BGD,2021-01-26,0
Bangladesh,BGD,2021-01-27,26
Bangladesh,BGD,2021-01-28,567
Bangladesh,BGD,2021-02-07,31160
Bangladesh,BGD,2021-02-09,179318
Bangladesh,BGD,2021-02-10,337769
Bangladesh,BGD,2021-02-13,736680
Bangladesh,BGD,2021-02-14,906033
Bangladesh,BGD,2021-02-15,1132711
Bangladesh,BGD,2021-02-16,1359613
Bangladesh,BGD,2021-02-17,1586368
Bangladesh,BGD,2021-02-18,1848313
Bangladesh,BGD,2021-02-20,2082877
Bangladesh,BGD,2021-02-22,2308157
Bangladesh,BGD,2021-02-23,2491053
Bangladesh,BGD,2021-02-24,2673038
Bangladesh,BGD,2021-02-25,2850940
Bangladesh,BGD,2021-02-27,2984773
Bangladesh,BGD,2021-02-28,3110525
Bangladesh,BGD,2021-03-02,3341505
Bangladesh,BGD,2021-03-04,3581169
Bangladesh,BGD,2021-03-07,3682152
Bangladesh,BGD,2021-03-09,4013963
Bangladesh,BGD,2021-03-11,4218127
Bangladesh,BGD,2021-03-14,4398094
Bangladesh,BGD,2021-03-16,4580391
Bangladesh,BGD,2021-03-18,4687824
Bangladesh,BGD,2021-03-20,4760747
Bangladesh,BGD,2021-03-22,4911902
Bangladesh,BGD,2021-03-24,5069049
Bangladesh,BGD,2021-03-25,5139456
Bangladesh,BGD,2021-03-29,5319679
Bangladesh,BGD,2021-03-31,5370431
Barbados,BRB,2021-02-15,4490
Barbados,BRB,2021-02-16,6683
Barbados,BRB,2021-02-17,9115
Barbados,BRB,2021-02-18,11494
Barbados,BRB,2021-02-19,14411
Barbados,BRB,2021-02-20,15837
Barbados,BRB,2021-02-21,16544
Barbados,BRB,2021-02-22,19089
Barbados,BRB,2021-02-23,22037
Barbados,BRB,2021-02-24,25578
Barbados,BRB,2021-02-25,29283
Barbados,BRB,2021-02-26,33633
Barbados,BRB,2021-02-27,36749
Barbados,BRB,2021-02-28,38615
Barbados,BRB,2021-03-01,41125
Barbados,BRB,2021-03-02,43235
Barbados,BRB,2021-03-03,44859
Barbados,BRB,2021-03-04,46442
Barbados,BRB,2021-03-05,48480
Barbados,BRB,2021-03-06,48886
Barbados,BRB,2021-03-07,49317
Barbados,BRB,2021-03-08,49393
Barbados,BRB,2021-03-09,49757
Barbados,BRB,2021-03-10,50263
Barbados,BRB,2021-03-11,50703
Barbados,BRB,2021-03-12,50980
Barbados,BRB,2021-03-13,51595
Barbados,BRB,2021-03-14,52290
Barbados,BRB,2021-03-15,53129
Barbados,BRB,2021-03-16,54631
Barbados,BRB,2021-03-17,56018
Barbados,BRB,2021-03-18,58214
Barbados,BRB,2021-03-19,60206
Barbados,BRB,2021-03-20,61108
Barbados,BRB,2021-03-21,61752
Barbados,BRB,2021-03-22,61781
Barbados,BRB,2021-03-23,62765
Barbados,BRB,2021-03-25,62802
Barbados,BRB,2021-03-26,63689
Barbados,BRB,2021-03-29,63711
Barbados,BRB,2021-03-30,63715
Barbados,BRB,2021-03-31,63728
Barbados,BRB,2021-04-01,63735
Belarus,BLR,2020-12-28,0
Belarus,BLR,2021-02-18,20944
Belarus,BLR,2021-03-12,20000
Belarus,BLR,2021-03-26,40518
Belgium,BEL,2020-12-28,298
Belgium,BEL,2020-12-29,299
Belgium,BEL,2020-12-30,777
Belgium,BEL,2020-12-31,786
Belgium,BEL,2021-01-01,794
Belgium,BEL,2021-01-04,797
Belgium,BEL,2021-01-05,2444
Belgium,BEL,2021-01-06,6323
Belgium,BEL,2021-01-07,14504
Belgium,BEL,2021-01-08,23735
Belgium,BEL,2021-01-09,26941
Belgium,BEL,2021-01-10,27340
Belgium,BEL,2021-01-11,32919
Belgium,BEL,2021-01-12,48535
Belgium,BEL,2021-01-13,69863
Belgium,BEL,2021-01-14,93012
Belgium,BEL,2021-01-15,116283
Belgium,BEL,2021-01-16,121440
Belgium,BEL,2021-01-17,124738
Belgium,BEL,2021-01-18,135638
Belgium,BEL,2021-01-19,154685
Belgium,BEL,2021-01-20,175426
Belgium,BEL,2021-01-21,205484
Belgium,BEL,2021-01-22,234857
Belgium,BEL,2021-01-23,243097
Belgium,BEL,2021-01-24,244973
Belgium,BEL,2021-01-25,256228
Belgium,BEL,2021-01-26,267179
Belgium,BEL,2021-01-27,280225
Belgium,BEL,2021-01-28,295762
Belgium,BEL,2021-01-29,307832
Belgium,BEL,2021-01-30,309422
Belgium,BEL,2021-01-31,309996
Belgium,BEL,2021-02-01,313914
Belgium,BEL,2021-02-02,324051
Belgium,BEL,2021-02-03,334152
Belgium,BEL,2021-02-04,344084
Belgium,BEL,2021-02-05,351984
Belgium,BEL,2021-02-06,353225
Belgium,BEL,2021-02-07,353532
Belgium,BEL,2021-02-08,355869
Belgium,BEL,2021-02-09,363918
Belgium,BEL,2021-02-10,370543
Belgium,BEL,2021-02-11,378573
Belgium,BEL,2021-02-12,385187
Belgium,BEL,2021-02-13,385790
Belgium,BEL,2021-02-14,385863
Belgium,BEL,2021-02-15,387914
Belgium,BEL,2021-02-16,391923
Belgium,BEL,2021-02-17,399012
Belgium,BEL,2021-02-18,409937
Belgium,BEL,2021-02-19,427601
Belgium,BEL,2021-02-20,431828
Belgium,BEL,2021-02-21,433713
Belgium,BEL,2021-02-22,443413
Belgium,BEL,2021-02-23,455594
Belgium,BEL,2021-02-24,470344
Belgium,BEL,2021-02-25,493057
Belgium,BEL,2021-02-26,518037
Belgium,BEL,2021-02-27,521713
Belgium,BEL,2021-02-28,522312
Belgium,BEL,2021-03-01,532906
Belgium,BEL,2021-03-02,549472
Belgium,BEL,2021-03-03,572802
Belgium,BEL,2021-03-04,613123
Belgium,BEL,2021-03-05,649976
Belgium,BEL,2021-03-06,657668
Belgium,BEL,2021-03-07,658959
Belgium,BEL,2021-03-08,674200
Belgium,BEL,2021-03-09,694873
Belgium,BEL,2021-03-10,721189
Belgium,BEL,2021-03-11,763668
Belgium,BEL,2021-03-12,793310
Belgium,BEL,2021-03-13,800574
Belgium,BEL,2021-03-14,800592
Belgium,BEL,2021-03-15,826165
Belgium,BEL,2021-03-16,867696
Belgium,BEL,2021-03-17,904687
Belgium,BEL,2021-03-18,960974
Belgium,BEL,2021-03-19,1007694
Belgium,BEL,2021-03-20,1027743
Belgium,BEL,2021-03-21,1028125
Belgium,BEL,2021-03-22,1054803
Belgium,BEL,2021-03-23,1096069
Belgium,BEL,2021-03-24,1145597
Belgium,BEL,2021-03-25,1200416
Belgium,BEL,2021-03-26,1248358
Belgium,BEL,2021-03-27,1266363
Belgium,BEL,2021-03-28,1267746
Belgium,BEL,2021-03-29,1284422
Belgium,BEL,2021-03-30,1308574
Belgium,BEL,2021-03-31,1364635
Belgium,BEL,2021-04-01,1404877
Belize,BLZ,2021-02-28,0
Belize,BLZ,2021-03-02,417
Belize,BLZ,2021-03-03,673
Belize,BLZ,2021-03-04,817
Belize,BLZ,2021-03-05,996
Belize,BLZ,2021-03-09,1466
Belize,BLZ,2021-03-10,2489
Belize,BLZ,2021-03-11,4933
Belize,BLZ,2021-03-12,7444
Belize,BLZ,2021-03-15,9585
Belize,BLZ,2021-03-16,10972
Belize,BLZ,2021-03-17,11943
Belize,BLZ,2021-03-18,13150
Belize,BLZ,2021-03-19,15006
Belize,BLZ,2021-03-22,16202
Belize,BLZ,2021-03-23,17282
Belize,BLZ,2021-03-24,18182
Belize,BLZ,2021-03-26,20411
Belize,BLZ,2021-03-31,22067
Bermuda,BMU,2021-01-10,0
Bermuda,BMU,2021-01-16,1665
Bermuda,BMU,2021-01-23,2932
Bermuda,BMU,2021-01-30,4897
Bermuda,BMU,2021-02-06,7504
Bermuda,BMU,2021-02-09,8400
Bermuda,BMU,2021-02-22,12304
Bermuda,BMU,2021-02-27,13659
Bermuda,BMU,2021-03-03,15294
Bermuda,BMU,2021-03-10,17395
Bermuda,BMU,2021-03-15,18807
Bermuda,BMU,2021-03-22,21049
Bermuda,BMU,2021-03-27,22417
Bhutan,BTN,2021-03-26,0
Bhutan,BTN,2021-03-27,85949
Bhutan,BTN,2021-03-28,183271
Bhutan,BTN,2021-03-29,274703
Bhutan,BTN,2021-03-30,340917
Bhutan,BTN,2021-03-31,394765
Bhutan,BTN,2021-04-01,434837
Bhutan,BTN,2021-04-02,453595
Bolivia,BOL,2021-03-02,10325
Bolivia,BOL,2021-03-03,10325
Bolivia,BOL,2021-03-04,10325
Bolivia,BOL,2021-03-05,10325
Bolivia,BOL,2021-03-06,96397
Bolivia,BOL,2021-03-07,97120
Bolivia,BOL,2021-03-08,102236
Bolivia,BOL,2021-03-09,109210
Bolivia,BOL,2021-03-10,117011
Bolivia,BOL,2021-03-11,122348
Bolivia,BOL,2021-03-12,127199
Bolivia,BOL,2021-03-13,127836
Bolivia,BOL,2021-03-14,128267
Bolivia,BOL,2021-03-15,131814
Bolivia,BOL,2021-03-16,136032
Bolivia,BOL,2021-03-17,140532
Bolivia,BOL,2021-03-18,144816
Bolivia,BOL,2021-03-19,148045
Bolivia,BOL,2021-03-20,148588
Bolivia,BOL,2021-03-21,148975
Bolivia,BOL,2021-03-22,151952
Bolivia,BOL,2021-03-23,155962
